Order Date,Year,Month,Region,Category,Sub-Category,Sales
2018-01-30,2018,1,Central,Office Supplies,Supplies,31.68
2018-01-30,2018,1,Central,Technology,Phones,2003.168
2018-01-30,2018,1,Central,Office Supplies,Art,9.344
2017-12-25,2017,12,East,Furniture,Chairs,2563.056
2017-10-20,2017,10,West,Furniture,Chairs,387.136
2016-06-13,2016,6,East,Office Supplies,Art,3.424
2018-06-30,2018,6,East,Office Supplies,Storage,1085.42
2016-06-26,2016,6,East,Office Supplies,Paper,43.056
2017-02-21,2017,2,South,Office Supplies,Binders,3.762
2017-02-21,2017,2,South,Office Supplies,Binders,34.86
2017-02-21,2017,2,South,Office Supplies,Storage,432.456
2018-04-22,2018,4,South,Office Supplies,Storage,675.06
2018-05-09,2018,5,South,Office Supplies,Envelopes,65.232
2018-05-09,2018,5,South,Furniture,Chairs,207.0
2016-12-21,2016,12,Central,Technology,Machines,600.53
2016-12-21,2016,12,Central,Office Supplies,Art,59.904
2016-12-21,2016,12,Central,Technology,Accessories,637.44
2016-12-21,2016,12,Central,Furniture,Furnishings,51.756
2015-08-12,2015,8,South,Office Supplies,Paper,31.104
2015-08-12,2015,8,South,Office Supplies,Art,47.96
2015-08-12,2015,8,South,Technology,Accessories,158.928
2015-08-12,2015,8,South,Office Supplies,Appliances,211.248
2015-08-12,2015,8,South,Office Supplies,Supplies,5.552
2015-08-12,2015,8,South,Office Supplies,Labels,2.952
2016-12-11,2016,12,East,Office Supplies,Binders,10.332
2018-11-03,2018,11,West,Office Supplies,Binders,18.368
2018-03-13,2018,3,East,Technology,Phones,299.9
2017-05-30,2017,5,South,Office Supplies,Envelopes,26.55
2017-05-30,2017,5,South,Technology,Accessories,111.98
2016-07-05,2016,7,South,Furniture,Furnishings,4.928
2016-07-05,2016,7,South,Office Supplies,Labels,11.784
2015-03-11,2015,3,West,Office Supplies,Art,7.98
2016-04-20,2016,4,Central,Office Supplies,Envelopes,180.96
2018-07-26,2018,7,West,Technology,Accessories,1649.95
2018-07-26,2018,7,West,Furniture,Chairs,362.352
2015-10-31,2015,10,West,Technology,Phones,73.584
2018-11-03,2018,11,West,Furniture,Tables,486.368
2017-08-11,2017,8,Central,Office Supplies,Paper,32.4
2017-08-11,2017,8,Central,Office Supplies,Binders,41.86
2017-08-11,2017,8,Central,Office Supplies,Binders,77.56
2017-07-25,2017,7,West,Office Supplies,Art,37.17
2015-03-01,2015,3,Central,Office Supplies,Storage,137.352
2015-03-01,2015,3,Central,Furniture,Tables,376.509
2018-01-26,2018,1,South,Furniture,Furnishings,62.72
2018-01-26,2018,1,South,Technology,Phones,2939.93
2015-07-12,2015,7,Central,Furniture,Chairs,512.358
2015-07-12,2015,7,Central,Office Supplies,Fasteners,3.488
2015-07-12,2015,7,Central,Office Supplies,Art,22.288
2015-07-12,2015,7,Central,Office Supplies,Paper,16.032
2018-04-11,2018,4,South,Office Supplies,Art,1.752
2018-04-11,2018,4,South,Office Supplies,Art,20.992
2018-11-13,2018,11,East,Office Supplies,Storage,11.21
2016-12-05,2016,12,Central,Office Supplies,Art,45.04
2017-09-26,2017,9,Central,Office Supplies,Binders,15.624
2017-11-19,2017,11,East,Office Supplies,Appliances,8.74
2017-11-19,2017,11,East,Office Supplies,Paper,44.75
2018-09-08,2018,9,South,Office Supplies,Storage,61.68
2018-09-08,2018,9,South,Technology,Phones,158.376
2018-07-21,2018,7,Central,Office Supplies,Binders,2.864
2018-07-21,2018,7,Central,Office Supplies,Binders,94.192
2018-10-06,2018,10,East,Office Supplies,Paper,143.7
2018-10-06,2018,10,East,Office Supplies,Paper,6.48
2018-11-07,2018,11,East,Technology,Accessories,7.88
2017-03-09,2017,3,East,Office Supplies,Storage,11.21
2017-03-09,2017,3,East,Furniture,Chairs,354.9
2017-03-09,2017,3,East,Office Supplies,Paper,17.94
2017-03-09,2017,3,East,Office Supplies,Binders,51.8
2018-05-13,2018,5,East,Office Supplies,Binders,299.52
2017-07-02,2017,7,South,Office Supplies,Art,7.7
2015-12-27,2015,12,South,Office Supplies,Paper,23.92
2015-12-27,2015,12,South,Technology,Accessories,498.0
2018-04-13,2018,4,West,Furniture,Chairs,436.704
2015-11-14,2015,11,South,Office Supplies,Paper,32.4
2018-06-11,2018,6,West,Office Supplies,Appliances,61.44
2017-11-25,2017,11,South,Office Supplies,Storage,73.36
2015-03-21,2015,3,South,Office Supplies,Labels,59.2
2015-03-21,2015,3,South,Furniture,Furnishings,32.952
2015-03-21,2015,3,South,Furniture,Chairs,218.376
2016-04-30,2016,4,East,Furniture,Furnishings,31.4
2016-04-30,2016,4,East,Furniture,Furnishings,9.48
2016-04-30,2016,4,East,Technology,Phones,209.5
2016-04-30,2016,4,East,Furniture,Furnishings,24.3
2016-04-30,2016,4,East,Office Supplies,Paper,6.48
2018-05-03,2018,5,East,Furniture,Furnishings,32.448
2018-05-03,2018,5,East,Office Supplies,Binders,26.388
2018-05-03,2018,5,East,Furniture,Tables,373.47
2018-05-03,2018,5,East,Office Supplies,Binders,64.2
2018-05-03,2018,5,East,Office Supplies,Fasteners,8.0
2017-08-26,2017,8,South,Furniture,Furnishings,186.54
2015-04-11,2015,4,West,Office Supplies,Storage,87.08
2015-04-11,2015,4,West,Technology,Phones,105.584
2015-04-11,2015,4,West,Technology,Accessories,217.44
2018-01-02,2018,1,Central,Office Supplies,Art,31.744
2018-01-02,2018,1,Central,Office Supplies,Appliances,5.432
2018-01-02,2018,1,Central,Furniture,Tables,913.43
2018-01-02,2018,1,Central,Office Supplies,Storage,372.144
2018-04-28,2018,4,South,Technology,Phones,751.984
2018-01-30,2018,1,West,Technology,Phones,604.768
2015-09-07,2015,9,West,Office Supplies,Supplies,27.36
2015-09-07,2015,9,West,Office Supplies,Paper,20.56
2015-09-07,2015,9,West,Office Supplies,Binders,83.92
2017-06-11,2017,6,West,Furniture,Tables,902.712
2017-10-17,2017,10,West,Furniture,Bookcases,120.666
2015-12-27,2015,12,Central,Office Supplies,Binders,4.984
2017-11-24,2017,11,West,Furniture,Furnishings,82.26
2017-11-10,2017,11,West,Office Supplies,Storage,29.74
2016-01-05,2016,1,West,Office Supplies,Appliances,87.36
2016-01-05,2016,1,West,Office Supplies,Binders,56.16
2018-03-21,2018,3,South,Office Supplies,Appliances,64.384
2016-11-12,2016,11,Central,Office Supplies,Storage,64.784
2016-11-12,2016,11,Central,Office Supplies,Paper,15.552
2016-11-12,2016,11,Central,Office Supplies,Envelopes,223.888
2015-09-09,2015,9,Central,Office Supplies,Paper,10.896
2017-03-17,2017,3,West,Technology,Phones,84.784
2017-02-08,2017,2,Central,Furniture,Chairs,241.5
2017-11-26,2017,11,East,Technology,Accessories,59.97
2017-11-26,2017,11,East,Office Supplies,Paper,13.36
2018-09-04,2018,9,West,Office Supplies,Binders,11.808
2016-05-28,2016,5,East,Office Supplies,Storage,16.24
2016-05-28,2016,5,East,Office Supplies,Storage,77.55
2015-11-01,2015,11,East,Office Supplies,Appliances,76.12
2017-12-27,2017,12,East,Office Supplies,Fasteners,17.184
2018-12-04,2018,12,West,Office Supplies,Paper,11.76
2018-12-23,2018,12,East,Furniture,Furnishings,27.46
2017-12-01,2017,12,East,Technology,Phones,137.94
2017-12-01,2017,12,East,Furniture,Furnishings,111.15
2017-12-01,2017,12,East,Office Supplies,Appliances,901.95
2017-12-01,2017,12,East,Furniture,Tables,366.009
2015-06-30,2015,6,South,Office Supplies,Paper,310.688
2015-09-03,2015,9,Central,Office Supplies,Binders,7.68
2018-11-02,2018,11,East,Furniture,Chairs,155.372
2016-04-13,2016,4,West,Office Supplies,Storage,10.744
2016-12-05,2016,12,East,Office Supplies,Binders,232.4
2016-12-05,2016,12,East,Furniture,Chairs,164.646
2016-12-05,2016,12,East,Office Supplies,Paper,22.68
2017-02-01,2017,2,West,Office Supplies,Paper,105.52
2018-07-08,2018,7,East,Furniture,Furnishings,83.92
2018-07-08,2018,7,East,Technology,Accessories,141.9
2018-07-08,2018,7,East,Furniture,Furnishings,39.98
2018-07-08,2018,7,East,Office Supplies,Art,28.91
2018-07-08,2018,7,East,Office Supplies,Art,174.95
2016-12-11,2016,12,West,Office Supplies,Binders,110.528
2017-11-15,2017,11,South,Furniture,Tables,630.024
2017-05-09,2017,5,South,Office Supplies,Art,27.86
2018-03-10,2018,3,Central,Furniture,Tables,933.408
2017-12-17,2017,12,Central,Office Supplies,Paper,51.84
2017-12-17,2017,12,Central,Technology,Accessories,165.6
2018-04-06,2018,4,Central,Office Supplies,Paper,106.32
2018-05-09,2018,5,West,Office Supplies,Binders,147.92
2018-05-09,2018,5,West,Office Supplies,Storage,104.28
2018-05-09,2018,5,West,Furniture,Tables,286.85
2018-05-09,2018,5,West,Office Supplies,Storage,66.96
2018-05-09,2018,5,West,Technology,Accessories,199.98
2018-10-12,2018,10,East,Technology,Accessories,45.0
2018-10-12,2018,10,East,Office Supplies,Fasteners,17.9
2018-10-12,2018,10,East,Furniture,Furnishings,40.48
2018-10-12,2018,10,East,Furniture,Bookcases,2154.9
2017-08-28,2017,8,East,Office Supplies,Binders,18.432
2016-10-02,2016,10,West,Office Supplies,Supplies,10.944
2018-11-23,2018,11,Central,Office Supplies,Supplies,4.36
2018-11-12,2018,11,West,Technology,Accessories,62.352
2017-12-19,2017,12,East,Furniture,Furnishings,303.92
2015-03-30,2015,3,Central,Office Supplies,Storage,129.3
2018-11-08,2018,11,East,Furniture,Furnishings,274.2
2015-09-14,2015,9,Central,Office Supplies,Fasteners,6.048
2015-09-14,2015,9,Central,Office Supplies,Paper,6.848
2015-09-14,2015,9,Central,Furniture,Furnishings,9.96
2015-09-14,2015,9,Central,Office Supplies,Binders,8.552
2016-09-20,2016,9,West,Office Supplies,Binders,45.584
2016-12-10,2016,12,East,Technology,Accessories,25.488
2015-05-28,2015,5,West,Office Supplies,Binders,136.96
2018-03-14,2018,3,Central,Technology,Phones,49.616
2017-12-08,2017,12,East,Office Supplies,Paper,10.584
2018-05-06,2018,5,West,Office Supplies,Paper,84.416
2017-03-06,2017,3,East,Technology,Phones,431.94
2017-03-06,2017,3,East,Office Supplies,Binders,2.043
2017-03-06,2017,3,East,Technology,Phones,68.238
2018-10-23,2018,10,East,Furniture,Tables,240.744
2018-10-23,2018,10,East,Furniture,Furnishings,35.0
2018-10-23,2018,10,East,Furniture,Furnishings,210.68
2018-10-23,2018,10,East,Furniture,Tables,637.896
2018-10-23,2018,10,East,Office Supplies,Paper,43.44
2018-10-23,2018,10,East,Office Supplies,Appliances,2.22
2015-04-28,2015,4,West,Technology,Phones,1679.96
2017-04-18,2017,4,Central,Furniture,Chairs,344.372
2017-04-18,2017,4,Central,Office Supplies,Storage,1554.936
2017-04-18,2017,4,Central,Furniture,Furnishings,127.88
2017-05-22,2017,5,West,Technology,Phones,222.384
2018-05-28,2018,5,Central,Furniture,Chairs,106.869
2018-05-28,2018,5,Central,Office Supplies,Binders,3.564
2015-08-25,2015,8,Central,Office Supplies,Binders,25.68
2015-08-25,2015,8,Central,Office Supplies,Binders,12.384
2015-08-30,2015,8,East,Office Supplies,Binders,25.3
2015-08-30,2015,8,East,Office Supplies,Storage,95.94
2016-09-03,2016,9,Central,Office Supplies,Labels,7.5
2015-03-28,2015,3,West,Technology,Phones,302.376
2016-05-10,2016,5,West,Technology,Accessories,46.688
2016-04-09,2016,4,East,Office Supplies,Storage,17.94
2016-04-09,2016,4,East,Office Supplies,Appliances,370.14
2017-09-19,2017,9,West,Office Supplies,Binders,8.928
2017-11-11,2017,11,Central,Furniture,Tables,2678.94
2018-04-23,2018,4,South,Furniture,Bookcases,387.136
2018-04-23,2018,4,South,Technology,Accessories,45.408
2018-04-23,2018,4,South,Furniture,Furnishings,77.952
2018-04-23,2018,4,South,Office Supplies,Labels,3.0
2016-10-22,2016,10,South,Office Supplies,Storage,9.952
2018-04-09,2018,4,East,Office Supplies,Binders,37.896
2018-04-09,2018,4,East,Office Supplies,Paper,65.584
2018-10-27,2018,10,West,Office Supplies,Paper,44.784
2016-10-30,2016,10,East,Technology,Machines,1035.8
2018-12-18,2018,12,West,Office Supplies,Art,5.76
2017-03-12,2017,3,West,Office Supplies,Paper,19.98
2015-07-21,2015,7,Central,Technology,Phones,35.98
2017-05-24,2017,5,East,Office Supplies,Art,16.656
2018-02-11,2018,2,East,Office Supplies,Labels,20.7
2017-09-20,2017,9,Central,Office Supplies,Binders,83.7
2018-09-24,2018,9,West,Furniture,Furnishings,199.8
2018-03-27,2018,3,West,Office Supplies,Paper,45.68
2018-03-27,2018,3,West,Office Supplies,Paper,110.96
2018-03-27,2018,3,West,Office Supplies,Paper,11.94
2017-02-02,2017,2,South,Technology,Machines,8749.95
2017-02-02,2017,2,South,Office Supplies,Binders,36.4
2017-02-02,2017,2,South,Furniture,Furnishings,18.69
2018-07-07,2018,7,West,Office Supplies,Fasteners,5.94
2016-10-23,2016,10,Central,Office Supplies,Paper,60.736
2016-10-23,2016,10,Central,Technology,Copiers,479.976
2016-10-23,2016,10,Central,Office Supplies,Binders,6.08
2017-12-02,2017,12,West,Technology,Accessories,165.6
2015-03-05,2015,3,East,Office Supplies,Art,59.52
2015-03-05,2015,3,East,Technology,Accessories,479.97
2015-03-05,2015,3,East,Office Supplies,Supplies,18.62
2015-03-05,2015,3,East,Office Supplies,Binders,49.632
2015-03-05,2015,3,East,Office Supplies,Paper,97.82
2016-03-01,2016,3,West,Technology,Phones,15.984
2016-03-01,2016,3,West,Furniture,Chairs,184.752
2015-02-20,2015,2,West,Office Supplies,Paper,12.96
2017-05-02,2017,5,Central,Furniture,Chairs,366.744
2017-03-08,2017,3,Central,Office Supplies,Binders,8.856
2017-03-08,2017,3,Central,Technology,Accessories,27.96
2017-03-08,2017,3,Central,Office Supplies,Envelopes,146.352
2016-12-11,2016,12,Central,Technology,Accessories,175.23
2016-12-11,2016,12,Central,Technology,Phones,125.99
2016-12-11,2016,12,Central,Office Supplies,Binders,23.0
2017-12-22,2017,12,East,Office Supplies,Binders,25.584
2017-02-02,2017,2,Central,Furniture,Furnishings,73.784
2018-06-05,2018,6,South,Office Supplies,Paper,20.736
2016-08-21,2016,8,South,Office Supplies,Art,17.52
2016-08-21,2016,8,South,Office Supplies,Art,35.76
2017-04-07,2017,4,East,Office Supplies,Art,3.64
2018-06-04,2018,6,Central,Furniture,Furnishings,30.336
2018-12-04,2018,12,East,Furniture,Furnishings,12.99
2018-12-04,2018,12,East,Furniture,Chairs,182.22
2018-12-04,2018,12,East,Furniture,Chairs,302.94
2017-01-11,2017,1,East,Furniture,Furnishings,54.992
2017-04-01,2017,4,Central,Technology,Phones,12.99
2018-09-21,2018,9,West,Office Supplies,Paper,55.86
2018-03-16,2018,3,East,Technology,Phones,44.376
2018-03-16,2018,3,East,Furniture,Furnishings,51.264
2018-03-16,2018,3,East,Office Supplies,Binders,5.193
2018-03-16,2018,3,East,Technology,Accessories,159.984
2018-03-16,2018,3,East,Office Supplies,Storage,54.224
2018-11-10,2018,11,West,Furniture,Chairs,241.424
2017-11-30,2017,11,Central,Office Supplies,Paper,33.36
2017-11-30,2017,11,Central,Office Supplies,Paper,13.76
2017-11-30,2017,11,Central,Office Supplies,Storage,496.86
2017-11-30,2017,11,Central,Furniture,Chairs,389.97
2016-01-13,2016,1,South,Office Supplies,Labels,9.82
2015-05-16,2015,5,West,Technology,Accessories,56.4
2016-06-07,2016,6,East,Office Supplies,Binders,18.312
2016-06-07,2016,6,East,Office Supplies,Paper,25.92
2016-06-07,2016,6,East,Office Supplies,Art,8.016
2018-03-09,2018,3,West,Technology,Copiers,479.984
2018-03-09,2018,3,West,Office Supplies,Binders,30.84
2016-12-22,2016,12,East,Office Supplies,Storage,33.568
2016-12-22,2016,12,East,Furniture,Chairs,422.625
2015-08-06,2015,8,East,Technology,Accessories,199.98
2017-03-27,2017,3,South,Furniture,Furnishings,20.24
2017-03-27,2017,3,South,Furniture,Furnishings,39.92
2017-03-27,2017,3,South,Office Supplies,Binders,32.54
2016-12-05,2016,12,West,Technology,Accessories,39.0
2016-12-05,2016,12,West,Office Supplies,Labels,12.6
2016-09-11,2016,9,West,Furniture,Furnishings,24.64
2016-07-17,2016,7,Central,Office Supplies,Labels,6.264
2016-07-17,2016,7,Central,Office Supplies,Fasteners,14.432
2015-05-30,2015,5,Central,Technology,Copiers,719.976
2018-11-13,2018,11,South,Technology,Accessories,239.92
2017-12-09,2017,12,South,Furniture,Tables,1056.86
2016-03-22,2016,3,South,Technology,Accessories,447.944
2016-03-22,2016,3,South,Office Supplies,Storage,150.408
2017-12-23,2017,12,Central,Technology,Phones,453.576
2017-12-23,2017,12,Central,Office Supplies,Labels,45.36
2017-12-23,2017,12,Central,Technology,Phones,287.88
2017-12-23,2017,12,Central,Technology,Phones,131.88
2017-12-23,2017,12,Central,Furniture,Furnishings,2.328
2017-04-02,2017,4,Central,Furniture,Chairs,1454.9
2018-04-30,2018,4,South,Office Supplies,Binders,4.842
2018-04-30,2018,4,South,Furniture,Furnishings,220.704
2017-11-17,2017,11,Central,Technology,Phones,67.176
2017-11-17,2017,11,Central,Office Supplies,Paper,15.232
2017-11-10,2017,11,East,Office Supplies,Paper,31.104
2017-12-06,2017,12,East,Office Supplies,Binders,968.744
2017-12-06,2017,12,East,Office Supplies,Binders,222.352
2017-12-06,2017,12,East,Technology,Copiers,479.984
2017-04-03,2017,4,Central,Office Supplies,Paper,10.272
2015-11-28,2015,11,Central,Technology,Machines,998.85
2016-10-20,2016,10,East,Office Supplies,Paper,24.56
2015-09-19,2015,9,West,Office Supplies,Fasteners,5.67
2018-08-27,2018,8,South,Office Supplies,Appliances,14.336
2018-07-03,2018,7,East,Furniture,Furnishings,102.3
2018-12-22,2018,12,Central,Furniture,Tables,607.52
2018-12-22,2018,12,Central,Office Supplies,Storage,31.16
2017-12-27,2017,12,South,Office Supplies,Labels,2.61
2015-05-20,2015,5,Central,Furniture,Furnishings,10.332
2015-05-20,2015,5,Central,Office Supplies,Paper,10.368
2015-05-20,2015,5,Central,Technology,Accessories,20.784
2015-05-20,2015,5,Central,Office Supplies,Storage,66.96
2015-02-04,2015,2,West,Office Supplies,Binders,17.248
2018-12-09,2018,12,East,Office Supplies,Binders,11.088
2018-07-11,2018,7,West,Technology,Accessories,1287.45
2018-07-11,2018,7,West,Office Supplies,Appliances,168.1
2016-05-15,2016,5,East,Office Supplies,Storage,51.968
2018-01-29,2018,1,East,Office Supplies,Art,4.768
2018-09-29,2018,9,East,Office Supplies,Envelopes,7.98
2018-04-23,2018,4,West,Office Supplies,Envelopes,18.688
2018-04-23,2018,4,West,Furniture,Furnishings,11.664
2018-11-09,2018,11,South,Technology,Accessories,191.976
2018-11-09,2018,11,South,Technology,Phones,499.168
2015-05-05,2015,5,South,Office Supplies,Binders,11.88
2015-05-05,2015,5,South,Office Supplies,Paper,35.44
2017-10-27,2017,10,West,Office Supplies,Binders,67.136
2015-11-26,2015,11,West,Office Supplies,Binders,4.32
2015-11-26,2015,11,West,Office Supplies,Paper,14.94
2015-11-26,2015,11,West,Office Supplies,Appliances,40.54
2015-11-26,2015,11,West,Office Supplies,Binders,7.312
2015-12-31,2015,12,West,Technology,Phones,475.944
2017-01-03,2017,1,Central,Technology,Accessories,30.08
2017-01-03,2017,1,Central,Technology,Accessories,165.6
2017-01-03,2017,1,Central,Technology,Phones,180.96
2018-08-18,2018,8,East,Technology,Accessories,23.18
2015-06-04,2015,6,East,Furniture,Furnishings,56.96
2015-06-04,2015,6,East,Office Supplies,Appliances,15.56
2015-06-04,2015,6,East,Furniture,Bookcases,353.568
2015-06-04,2015,6,East,Furniture,Furnishings,13.96
2018-11-13,2018,11,West,Technology,Accessories,82.95
2017-01-28,2017,1,West,Office Supplies,Art,39.68
2017-11-09,2017,11,West,Technology,Accessories,479.97
2017-09-10,2017,9,West,Office Supplies,Labels,7.38
2017-09-10,2017,9,West,Office Supplies,Binders,14.256
2017-09-10,2017,9,West,Office Supplies,Paper,81.98
2017-09-10,2017,9,West,Office Supplies,Binders,39.624
2018-03-03,2018,3,West,Furniture,Tables,399.672
2018-09-08,2018,9,East,Office Supplies,Storage,65.12
2018-11-06,2018,11,Central,Furniture,Furnishings,30.56
2018-05-13,2018,5,South,Office Supplies,Appliances,20.768
2017-11-27,2017,11,West,Office Supplies,Storage,39.808
2016-11-13,2016,11,South,Office Supplies,Binders,121.104
2016-11-13,2016,11,South,Technology,Accessories,111.96
2016-12-08,2016,12,West,Office Supplies,Paper,15.696
2016-09-07,2016,9,East,Office Supplies,Storage,70.26
2016-09-07,2016,9,East,Technology,Accessories,90.0
2016-09-07,2016,9,East,Office Supplies,Binders,6.096
2016-09-07,2016,9,East,Furniture,Tables,481.176
2016-09-07,2016,9,East,Office Supplies,Fasteners,7.24
2017-07-28,2017,7,East,Furniture,Bookcases,177.45
2017-07-28,2017,7,East,Office Supplies,Binders,1369.764
2017-07-28,2017,7,East,Office Supplies,Appliances,9.48
2018-08-25,2018,8,East,Furniture,Bookcases,130.98
2015-04-30,2015,4,South,Office Supplies,Art,174.95
2015-04-30,2015,4,South,Office Supplies,Storage,826.0
2018-04-27,2018,4,West,Furniture,Furnishings,139.58
2018-07-23,2018,7,Central,Technology,Accessories,399.95
2015-12-13,2015,12,South,Office Supplies,Binders,12.39
2018-01-12,2018,1,Central,Office Supplies,Binders,760.98
2018-12-02,2018,12,West,Office Supplies,Binders,67.86
2016-11-08,2016,11,South,Office Supplies,Fasteners,31.504
2016-11-08,2016,11,South,Office Supplies,Labels,5.04
2016-11-08,2016,11,South,Office Supplies,Binders,39.879
2016-11-08,2016,11,South,Furniture,Furnishings,4.712
2017-11-25,2017,11,West,Furniture,Chairs,194.352
2016-12-05,2016,12,South,Furniture,Chairs,97.424
2017-07-29,2017,7,South,Office Supplies,Storage,704.76
2017-07-29,2017,7,South,Office Supplies,Binders,27.396
2015-09-13,2015,9,West,Office Supplies,Fasteners,5.7
2015-09-13,2015,9,West,Furniture,Furnishings,14.19
2015-09-13,2015,9,West,Office Supplies,Supplies,7.3
2015-09-13,2015,9,West,Technology,Accessories,199.98
2015-09-13,2015,9,West,Technology,Accessories,144.96
2015-09-13,2015,9,West,Technology,Accessories,118.0
2015-09-13,2015,9,West,Office Supplies,Paper,48.94
2015-09-13,2015,9,West,Office Supplies,Appliances,22.66
2017-06-21,2017,6,Central,Office Supplies,Binders,0.836
2017-09-03,2017,9,East,Office Supplies,Paper,30.96
2018-11-25,2018,11,South,Furniture,Bookcases,723.92
2016-05-12,2016,5,Central,Furniture,Furnishings,21.968
2016-05-12,2016,5,Central,Technology,Phones,619.152
2016-05-12,2016,5,Central,Office Supplies,Paper,127.904
2018-03-30,2018,3,West,Furniture,Furnishings,94.2
2017-11-17,2017,11,West,Office Supplies,Supplies,49.5
2017-12-30,2017,12,East,Office Supplies,Art,16.52
2017-12-22,2017,12,West,Office Supplies,Binders,55.36
2017-12-22,2017,12,West,Technology,Machines,11.56
2016-12-20,2016,12,West,Office Supplies,Paper,17.12
2015-12-27,2015,12,East,Furniture,Furnishings,182.352
2015-12-27,2015,12,East,Office Supplies,Storage,118.16
2018-02-16,2018,2,Central,Office Supplies,Fasteners,18.368
2018-02-16,2018,2,Central,Furniture,Chairs,600.558
2018-02-16,2018,2,Central,Office Supplies,Storage,50.352
2018-02-16,2018,2,Central,Office Supplies,Art,28.032
2018-02-16,2018,2,Central,Furniture,Furnishings,7.692
2018-10-24,2018,10,Central,Furniture,Tables,517.405
2017-09-02,2017,9,Central,Office Supplies,Binders,8.608
2017-09-02,2017,9,Central,Technology,Accessories,159.56
2017-12-01,2017,12,South,Office Supplies,Appliances,2104.55
2017-12-01,2017,12,South,Office Supplies,Supplies,40.7
2015-11-05,2015,11,South,Technology,Accessories,47.79
2018-11-25,2018,11,West,Office Supplies,Art,5.16
2017-12-16,2017,12,West,Technology,Accessories,21.21
2018-11-14,2018,11,East,Office Supplies,Storage,96.36
2017-06-26,2017,6,West,Office Supplies,Supplies,231.72
2017-06-26,2017,6,West,Office Supplies,Fasteners,17.9
2017-06-26,2017,6,West,Office Supplies,Paper,12.48
2015-12-26,2015,12,East,Office Supplies,Art,8.016
2017-08-14,2017,8,East,Technology,Phones,259.896
2017-08-14,2017,8,East,Technology,Phones,247.188
2017-08-14,2017,8,East,Technology,Accessories,279.96
2017-10-24,2017,10,West,Technology,Accessories,450.0
2015-08-23,2015,8,Central,Office Supplies,Paper,19.44
2018-09-15,2018,9,West,Furniture,Tables,300.904
2018-06-15,2018,6,South,Technology,Phones,239.976
2018-06-15,2018,6,South,Furniture,Furnishings,31.168
2018-06-15,2018,6,South,Furniture,Tables,120.96
2018-06-15,2018,6,South,Technology,Phones,2239.936
2018-06-15,2018,6,South,Office Supplies,Appliances,76.608
2018-06-15,2018,6,South,Office Supplies,Storage,142.776
2018-06-15,2018,6,South,Office Supplies,Paper,91.36
2016-03-01,2016,3,East,Office Supplies,Appliances,3.552
2017-07-23,2017,7,Central,Technology,Phones,115.136
2015-10-01,2015,10,West,Office Supplies,Fasteners,4.71
2015-09-08,2015,9,East,Furniture,Chairs,172.764
2015-09-08,2015,9,East,Office Supplies,Art,3.52
2015-11-16,2015,11,West,Technology,Phones,79.968
2015-11-16,2015,11,West,Furniture,Bookcases,305.9745
2015-11-16,2015,11,West,Office Supplies,Storage,344.91
2015-03-03,2015,3,West,Furniture,Tables,626.352
2016-12-03,2016,12,West,Furniture,Bookcases,359.499
2018-07-11,2018,7,West,Technology,Phones,71.952
2018-07-11,2018,7,West,Office Supplies,Binders,29.8
2018-11-16,2018,11,East,Office Supplies,Binders,1.824
2017-06-12,2017,6,Central,Office Supplies,Appliances,64.384
2017-06-12,2017,6,Central,Furniture,Furnishings,6.984
2017-06-12,2017,6,Central,Office Supplies,Art,11.264
2017-06-12,2017,6,Central,Office Supplies,Paper,15.552
2017-06-12,2017,6,Central,Furniture,Chairs,379.372
2017-06-12,2017,6,Central,Office Supplies,Storage,67.536
2017-06-12,2017,6,Central,Office Supplies,Binders,1.524
2017-12-29,2017,12,South,Office Supplies,Paper,37.408
2017-12-29,2017,12,South,Office Supplies,Paper,25.344
2018-03-18,2018,3,West,Office Supplies,Art,46.2
2016-12-27,2016,12,South,Technology,Accessories,4.728
2016-12-27,2016,12,South,Furniture,Furnishings,53.352
2016-12-27,2016,12,South,Furniture,Bookcases,131.104
2016-12-27,2016,12,South,Office Supplies,Storage,22.512
2016-12-27,2016,12,South,Technology,Accessories,72.744
2016-07-31,2016,7,Central,Office Supplies,Supplies,52.59
2018-06-27,2018,6,West,Office Supplies,Paper,19.44
2018-06-27,2018,6,West,Furniture,Furnishings,126.3
2018-06-27,2018,6,West,Technology,Accessories,1287.45
2015-02-07,2015,2,East,Office Supplies,Storage,64.96
2017-09-04,2017,9,Central,Office Supplies,Storage,535.41
2018-04-06,2018,4,South,Office Supplies,Binders,8.1
2018-12-08,2018,12,East,Office Supplies,Art,13.248
2018-12-08,2018,12,East,Technology,Phones,83.988
2017-07-24,2017,7,South,Office Supplies,Art,73.2
2016-11-09,2016,11,Central,Office Supplies,Binders,10.74
2016-10-02,2016,10,West,Furniture,Furnishings,11.032
2016-10-02,2016,10,West,Technology,Accessories,53.04
2016-11-22,2016,11,East,Office Supplies,Art,17.12
2016-11-22,2016,11,East,Office Supplies,Paper,59.94
2018-02-02,2018,2,West,Furniture,Furnishings,210.58
2018-02-02,2018,2,West,Office Supplies,Binders,30.96
2018-02-02,2018,2,West,Technology,Machines,239.984
2016-06-16,2016,6,East,Office Supplies,Binders,3050.376
2016-06-16,2016,6,East,Technology,Phones,133.98
2017-05-05,2017,5,South,Office Supplies,Paper,93.248
2017-05-05,2017,5,South,Technology,Phones,177.48
2018-09-09,2018,9,East,Office Supplies,Labels,17.712
